Statistical profiling result from isolate-0x110008000-97458-v8.log, (20311 ticks, 14 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     11  100.0%        LazyCompile: ~getResourceName /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/finalhandler/index.js:220:26
     11  100.0%          LazyCompile: ~<anonymous> /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/finalhandler/index.js:86:19
      9   81.8%            LazyCompile: ~<anonymous> /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:629:19
      1    9.1%            LazyCompile: *next /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:176:16
      1    9.1%            LazyCompile: *<anonymous> /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:629:19
     10    1.3%      LazyCompile: *resume_ internal/streams/readable.js:965:17
     10  100.0%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:65:35
      9    1.2%      LazyCompile: ~resOnFinish _http_server.js:756:21
      5   55.6%        LazyCompile: *emit events.js:264:44
      5  100.0%          LazyCompile: ~onFinish _http_outgoing.js:764:18
      4   80.0%            LazyCompile: ~callback internal/streams/writable.js:511:44
      1   20.0%            LazyCompile: *callback internal/streams/writable.js:511:44
      4   44.4%        LazyCompile: ~emit events.js:264:44
      4  100.0%          LazyCompile: ~onFinish _http_outgoing.js:764:18
      4  100.0%            LazyCompile: ~callback internal/streams/writable.js:511:44
      9    1.2%      LazyCompile: ~listener /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:161:20
      9  100.0%        LazyCompile: ~onFinish /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:95:20
      9  100.0%          LazyCompile: ~callback /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:53:20
      9  100.0%            LazyCompile: ~onevent /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:81:26
      9    1.2%      LazyCompile: ~end _http_outgoing.js:769:45
      7   77.8%        LazyCompile: ~write /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/finalhandler/index.js:273:18
      7  100.0%          LazyCompile: ~listener /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:161:20
      7  100.0%            LazyCompile: ~onFinish /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:95:20
      2   22.2%        LazyCompile: ~send /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/response.js:107:25
      2  100.0%          LazyCompile: ~sendStatus /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/response.js:353:37
      2  100.0%            LazyCompile: ~<anonymous> file:///Users/Aliaksandr_Varachai/projects/js-experiments/performance/server.mjs:31:18
      9    1.2%      LazyCompile: *setHeader _http_outgoing.js:556:57
      5   55.6%        LazyCompile: *onFinish /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:95:20
      3   60.0%          LazyCompile: *onevent /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:81:26
      3  100.0%            LazyCompile: *endReadableNT internal/streams/readable.js:1320:23
      1   20.0%          LazyCompile: ~callback /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:53:20
      1  100.0%            LazyCompile: ~onevent /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:81:26
      1   20.0%          LazyCompile: *callback /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:53:20
      1  100.0%            LazyCompile: ~onevent /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/ee-first/index.js:81:26
      2   22.2%        LazyCompile: ~write /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/finalhandler/index.js:273:18
      2  100.0%          LazyCompile: ~listener /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:161:20
      2  100.0%            LazyCompile: ~onFinish /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/on-finished/index.js:95:20
      2   22.2%        LazyCompile: ~expressInit /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/middleware/init.js:29:30
      2  100.0%          LazyCompile: *process_params /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:327:47
      1   50.0%            LazyCompile: ~next /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:176:16
      1   50.0%            LazyCompile: *next /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:176:16
      8    1.1%      LazyCompile: *<anonymous> /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/finalhandler/index.js:86:19
      8  100.0%        LazyCompile: *next /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:176:16
      6   75.0%          LazyCompile: *expressInit /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/middleware/init.js:29:30
      6  100.0%            LazyCompile: *process_params /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:327:47
      2   25.0%          LazyCompile: ~expressInit /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/middleware/init.js:29:30
      2  100.0%            LazyCompile: *process_params /Users/Aliaksandr_Varachai/projects/js-experiments/performance/node_modules/express/lib/router/index.js:327:47
     25    1.3%    LazyCompile: *processTicksAndRejections internal/process/task_queues.js:65:35
     22    1.1%    LazyCompile: *Socket net.js:268:16
     15   68.2%      LazyCompile: *onconnection net.js:1531:22
      7   31.8%      LazyCompile: ~onconnection net.js:1531:22

